index,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
,"['neutral', 'entailment', 'entailment', 'entailment', 'entailment']",2746839158.jpg#3,entailment,2746839158.jpg#3r1n,Two young boys are playing in a fountain in a city plaza.,( ( Two ( young boys ) ) ( ( are ( playing ( in ( ( a fountain ) ( in ( a ( city plaza ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (JJ young) (NNS boys)) (VP (VBP are) (VP (VBG playing) (PP (IN in) (NP (NP (DT a) (NN fountain)) (PP (IN in) (NP (DT a) (NN city) (NN plaza))))))) (. .))),Kids are splashing around in a fountain.,( Kids ( ( are ( ( splashing around ) ( in ( a fountain ) ) ) ) . ) ),(ROOT (S (NP (NNP Kids)) (VP (VBP are) (NP (NP (VBG splashing) (RP around)) (PP (IN in) (NP (DT a) (NN fountain))))) (. .)))
,"['neutral', 'neutral', 'neutral', 'contradiction', 'entailment']",261737543.jpg#1,neutral,261737543.jpg#1r1n,A man jumps off a cliff with a city view below.,( ( A man ) ( ( ( jumps off ) ( ( a cliff ) ( with ( ( a ( city view ) ) below ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ jumps) (PRT (RP off)) (NP (NP (DT a) (NN cliff)) (PP (IN with) (NP (NP (DT a) (NN city) (NN view)) (ADVP (IN below)))))) (. .))),Man parachutes off a cliff with a scenic view.,( Man ( ( ( parachutes off ) ( ( a cliff ) ( with ( a ( scenic view ) ) ) ) ) . ) ),(ROOT (S (NP (NNP Man)) (VP (VBZ parachutes) (PRT (RP off)) (NP (NP (DT a) (NN cliff)) (PP (IN with) (NP (DT a) (JJ scenic) (NN view))))) (. .)))
,"['entailment', 'entailment', 'entailment', 'neutral', 'neutral']",323875672.jpg#0,entailment,323875672.jpg#0r1e,"A young woman cooks a meal in a wok while conversing with another woman, as an illuminated shrine to Mr. T looks on.","( ( A ( young woman ) ) ( ( ( ( ( ( cooks ( a meal ) ) ( in ( a ( wok while ) ) ) ) ( conversing ( with ( another woman ) ) ) ) , ) ( as ( ( ( an ( illuminated shrine ) ) ( to ( Mr. T ) ) ) ( looks on ) ) ) ) . ) )","(ROOT (S (NP (DT A) (JJ young) (NN woman)) (VP (VBD cooks) (NP (DT a) (NN meal)) (PP (IN in) (NP (DT a) (NN wok) (NN while))) (S (VP (VBG conversing) (PP (IN with) (NP (DT another) (NN woman))))) (, ,) (SBAR (IN as) (S (NP (NP (DT an) (JJ illuminated) (NN shrine)) (PP (TO to) (NP (NNP Mr.) (NNP T)))) (VP (VBZ looks) (PRT (RP on)))))) (. .)))",A young woman stands near a stove.,( ( A ( young woman ) ) ( ( stands ( near ( a stove ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN woman)) (VP (VBZ stands) (PP (IN near) (NP (DT a) (NN stove)))) (. .)))
,"['contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction']",323875672.jpg#1,contradiction,323875672.jpg#1r1c,"Two women are in a small kitchen, with a lit up portrait of Mr. T in the background.","( ( Two women ) ( ( ( ( are ( in ( a ( small kitchen ) ) ) ) , ) ( with ( ( a ( ( lit up ) portrait ) ) ( of ( ( Mr. T ) ( in ( the background ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (CD Two) (NNS women)) (VP (VBP are) (PP (IN in) (NP (DT a) (JJ small) (NN kitchen))) (, ,) (PP (IN with) (NP (NP (DT a) (ADJP (VBN lit) (PRT (RP up))) (NN portrait)) (PP (IN of) (NP (NP (NNP Mr.) (NNP T)) (PP (IN in) (NP (DT the) (NN background)))))))) (. .)))",They are hanging out with Mr. Rogers.,( They ( ( are ( ( hanging out ) ( with ( Mr. Rogers ) ) ) ) . ) ),(ROOT (S (NP (PRP They)) (VP (VBP are) (VP (VBG hanging) (PRT (RP out)) (PP (IN with) (NP (NNP Mr.) (NNP Rogers))))) (. .)))
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",26067618.jpg#1,entailment,26067618.jpg#1r1e,"Two construction workers perched on an I beam, assembling a building frame.","( ( Two ( construction workers ) ) ( ( ( ( perched ( on ( an ( I beam ) ) ) ) , ) ( assembling ( a ( building frame ) ) ) ) . ) )","(ROOT (S (NP (CD Two) (NN construction) (NNS workers)) (VP (VBN perched) (PP (IN on) (NP (DT an) (NN I) (NN beam))) (, ,) (S (VP (VBG assembling) (NP (DT a) (NN building) (NN frame))))) (. .)))",The men are working on something.,( ( The men ) ( ( are ( working ( on something ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS men)) (VP (VBP are) (VP (VBG working) (PP (IN on) (NP (NN something))))) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",2715337869.jpg#0,contradiction,2715337869.jpg#0r1c,The young girl is airborne as she falls into the lake.,( ( The ( young girl ) ) ( ( ( is airborne ) ( as ( she ( falls ( into ( the lake ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (JJ young) (NN girl)) (VP (VBZ is) (ADJP (JJ airborne)) (SBAR (IN as) (S (NP (PRP she)) (VP (VBZ falls) (PP (IN into) (NP (DT the) (NN lake))))))) (. .))),A girl has tripped and fallen into a pile of raked leaves.,( ( A girl ) ( ( has ( ( ( tripped and ) fallen ) ( into ( ( a pile ) ( of ( raked leaves ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN girl)) (VP (VBZ has) (VP (VBN tripped) (CC and) (VBN fallen) (PP (IN into) (NP (NP (DT a) (NN pile)) (PP (IN of) (NP (JJ raked) (NNS leaves))))))) (. .)))
,"['contradiction', 'neutral', 'entailment', 'neutral', 'neutral']",3512747808.jpg#2,neutral,3512747808.jpg#2r1c,Two women sitting at a table with their hands together.,( ( ( Two women ) ( ( sitting ( at ( ( a table ) ( with ( their hands ) ) ) ) ) together ) ) . ),(ROOT (NP (NP (CD Two) (NNS women)) (VP (VBG sitting) (PP (IN at) (NP (NP (DT a) (NN table)) (PP (IN with) (NP (PRP$ their) (NNS hands))))) (ADVP (RB together))) (. .))),Two sisters are hugging after not seeing each other in ages.,( ( Two sisters ) ( ( are ( hugging ( after ( not ( ( seeing ( each other ) ) ( in ages ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS sisters)) (VP (VBP are) (VP (VBG hugging) (PP (IN after) (S (RB not) (VP (VBG seeing) (NP (DT each) (JJ other)) (PP (IN in) (NP (NNS ages)))))))) (. .)))
,"['entailment', 'entailment', 'neutral', 'entailment', 'entailment']",3525074413.jpg#3,entailment,3525074413.jpg#3r1e,Hikers walk along some tough terrain.,( Hikers ( ( walk ( along ( some ( tough terrain ) ) ) ) . ) ),(ROOT (S (NP (NNS Hikers)) (VP (VBP walk) (PP (IN along) (NP (DT some) (JJ tough) (NN terrain)))) (. .))),Hiking pace along rough terrain.,( ( ( Hiking pace ) ( along ( rough terrain ) ) ) . ),(ROOT (NP (NP (VBG Hiking) (NN pace)) (PP (IN along) (NP (JJ rough) (NN terrain))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",370713359.jpg#1,neutral,370713359.jpg#1r1n,People are sitting in a cheery Mexican restaurant.,( People ( ( are ( sitting ( in ( a ( cheery ( Mexican restaurant ) ) ) ) ) ) . ) ),(ROOT (S (NP (NNS People)) (VP (VBP are) (VP (VBG sitting) (PP (IN in) (NP (DT a) (ADJP (JJ cheery)) (JJ Mexican) (NN restaurant))))) (. .))),People are listening to mariachi music,( People ( are ( listening ( to ( mariachi music ) ) ) ) ),(ROOT (S (NP (NNS People)) (VP (VBP are) (VP (VBG listening) (PP (TO to) (NP (NN mariachi) (NN music)))))))
,"['contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction']",5181216751.jpg#1,contradiction,5181216751.jpg#1r1c,A girl in a black skirt and blue dress is watering flowers.,( ( ( A girl ) ( in ( ( ( a ( black skirt ) ) and ) ( blue dress ) ) ) ) ( ( is ( watering flowers ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN girl)) (PP (IN in) (NP (NP (DT a) (JJ black) (NN skirt)) (CC and) (NP (JJ blue) (NN dress))))) (VP (VBZ is) (VP (VBG watering) (NP (NNS flowers)))) (. .))),The girl is putting water in the pot.,( ( The girl ) ( ( is ( ( putting water ) ( in ( the pot ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN girl)) (VP (VBZ is) (VP (VBG putting) (NP (NN water)) (PP (IN in) (NP (DT the) (NN pot))))) (. .)))
,"['neutral', 'contradiction', 'neutral', 'contradiction', 'neutral']",2308256827.jpg#2,neutral,2308256827.jpg#2r1n,The little boy is smiling as he crosses a rope on an assault course.,( ( The ( little boy ) ) ( ( is ( smiling ( as ( he ( crosses ( ( a rope ) ( on ( an ( assault course ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (JJ little) (NN boy)) (VP (VBZ is) (VP (VBG smiling) (SBAR (IN as) (S (NP (PRP he)) (VP (VBZ crosses) (NP (NP (DT a) (NN rope)) (PP (IN on) (NP (DT an) (NN assault) (NN course))))))))) (. .))),Some people have gone to the woods for training.,( ( Some people ) ( ( have ( gone ( to ( ( the woods ) ( for training ) ) ) ) ) . ) ),(ROOT (S (NP (DT Some) (NNS people)) (VP (VBP have) (VP (VBN gone) (PP (TO to) (NP (NP (DT the) (NNS woods)) (PP (IN for) (NP (NN training))))))) (. .)))
,"['entailment', 'neutral', 'contradiction', 'entailment', 'entailment']",2900560501.jpg#4,entailment,2900560501.jpg#4r1e,People wearing sombreros drink shots happily.,( ( People ( ( wearing ( sombreros ( drink shots ) ) ) happily ) ) . ),(ROOT (NP (NP (NNS People)) (VP (VBG wearing) (NP (JJ sombreros) (NN drink) (NNS shots)) (ADVP (RB happily))) (. .))),Fiesta time!,( Fiesta ( time ! ) ),(ROOT (NP (JJ Fiesta) (NN time) (. !)))
,"['contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral']",2900560501.jpg#4,contradiction,2900560501.jpg#4r1c,People wearing sombreros drink shots happily.,( ( People ( ( wearing ( sombreros ( drink shots ) ) ) happily ) ) . ),(ROOT (NP (NP (NNS People)) (VP (VBG wearing) (NP (JJ sombreros) (NN drink) (NNS shots)) (ADVP (RB happily))) (. .))),Mourners toast their lost loved ones.,( Mourners ( ( toast ( their ( lost ( loved ones ) ) ) ) . ) ),(ROOT (S (NP (NNS Mourners)) (VP (VBD toast) (NP (PRP$ their) (JJ lost) (JJ loved) (NNS ones))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",6278649113.jpg#2,neutral,6278649113.jpg#2r1n,A woman with a blue shirt and colorful hair has just thrown the bowling ball.,( ( ( A woman ) ( with ( ( ( a ( blue shirt ) ) and ) ( colorful hair ) ) ) ) ( ( ( has just ) ( thrown ( the ( bowling ball ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN with) (NP (NP (DT a) (JJ blue) (NN shirt)) (CC and) (NP (JJ colorful) (NN hair))))) (VP (VBZ has) (ADVP (RB just)) (VP (VBN thrown) (NP (DT the) (NN bowling) (NN ball)))) (. .))),A woman is in a bowling alley.,( ( A woman ) ( ( is ( in ( a ( bowling alley ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (PP (IN in) (NP (DT a) (VBG bowling) (NN alley)))) (. .)))
,"['entailment', 'entailment', 'neutral', 'entailment', 'entailment']",2653192579.jpg#0,entailment,2653192579.jpg#0r1e,A woman sits on a rug next to a shirtless boy who is looking in the direction of a checkers board that includes several pieces.,( ( A woman ) ( ( sits ( on ( ( a rug ) ( next ( to ( ( a ( shirtless boy ) ) ( who ( is ( looking ( in ( ( the direction ) ( of ( ( a ( checkers board ) ) ( that ( includes ( several pieces ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ sits) (PP (IN on) (NP (NP (DT a) (NN rug)) (ADVP (JJ next) (PP (TO to) (NP (NP (DT a) (JJ shirtless) (NN boy)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG looking) (PP (IN in) (NP (NP (DT the) (NN direction)) (PP (IN of) (NP (NP (DT a) (JJ checkers) (NN board)) (SBAR (WHNP (WDT that)) (S (VP (VBZ includes) (NP (JJ several) (NNS pieces))))))))))))))))))) (. .))),A woman sits on a rug next to a boy who is looking at a gameboard.,( ( A woman ) ( ( sits ( on ( ( a rug ) ( next ( to ( ( a boy ) ( who ( is ( looking ( at ( a gameboard ) ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ sits) (PP (IN on) (NP (NP (DT a) (NN rug)) (ADVP (JJ next) (PP (TO to) (NP (NP (DT a) (NN boy)) (SBAR (WHNP (WP who)) (S (VP (VBZ is) (VP (VBG looking) (PP (IN at) (NP (DT a) (NN gameboard))))))))))))) (. .)))
,"['neutral', 'contradiction', 'neutral', 'neutral', 'neutral']",69395535.jpg#2,neutral,69395535.jpg#2r1n,A woman in a purple jacket walks by two elderly men outside a cafe.,( ( ( A woman ) ( in ( a ( purple jacket ) ) ) ) ( ( walks ( by ( ( two ( elderly men ) ) ( outside ( a cafe ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (DT a) (JJ purple) (NN jacket)))) (VP (VBZ walks) (PP (IN by) (NP (NP (CD two) (JJ elderly) (NNS men)) (PP (IN outside) (NP (DT a) (NN cafe)))))) (. .))),Two elderly men cat calling at a woman.,( ( Two ( elderly men ) ) ( ( cat ( calling ( at ( a woman ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (JJ elderly) (NNS men)) (VP (VBD cat) (S (VP (VBG calling) (PP (IN at) (NP (DT a) (NN woman)))))) (. .)))
,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",2066271441.jpg#2,entailment,2066271441.jpg#2r1n,A black dog is swimming with a ball in his mouth.,( ( A ( black dog ) ) ( ( is ( swimming ( with ( ( a ball ) ( in ( his mouth ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ black) (NN dog)) (VP (VBZ is) (VP (VBG swimming) (PP (IN with) (NP (NP (DT a) (NN ball)) (PP (IN in) (NP (PRP$ his) (NN mouth))))))) (. .))),A black dog found a ball in the water and is bring it back to its owner.,( ( A ( black dog ) ) ( ( ( ( ( ( found ( a ball ) ) ( in ( the water ) ) ) and ) is ) ( ( ( bring it ) back ) ( to ( its owner ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ black) (NN dog)) (VP (VP (VBD found) (NP (DT a) (NN ball)) (PP (IN in) (NP (DT the) (NN water)))) (CC and) (VP (VBZ is)) (VP (VB bring) (NP (PRP it)) (ADVP (RB back)) (PP (TO to) (NP (PRP$ its) (NN owner))))) (. .)))
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",4762194732.jpg#0,entailment,4762194732.jpg#0r1e,A young boy is taking American flags to place them where they will remind others of the sacrifices made by veterans.,( ( A ( young boy ) ) ( ( is ( ( taking ( American flags ) ) ( to ( ( place them ) ( where ( they ( will ( remind ( others ( of ( ( the sacrifices ) ( made ( by veterans ) ) ) ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN boy)) (VP (VBZ is) (VP (VBG taking) (NP (JJ American) (NNS flags)) (S (VP (TO to) (VP (VB place) (NP (PRP them)) (SBAR (WHADVP (WRB where)) (S (NP (PRP they)) (VP (MD will) (VP (VB remind) (NP (NP (NNS others)) (PP (IN of) (NP (NP (DT the) (NNS sacrifices)) (VP (VBN made) (PP (IN by) (NP (NNS veterans)))))))))))))))) (. .))),A young boy is honoring fallen veterans.,( ( A ( young boy ) ) ( ( is ( honoring ( fallen veterans ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (NN boy)) (VP (VBZ is) (VP (VBG honoring) (NP (JJ fallen) (NNS veterans)))) (. .)))
,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",2319175397.jpg#4,neutral,2319175397.jpg#4r1e,two samoyads play in the snow.,( ( two samoyads ) ( ( play ( in ( the snow ) ) ) . ) ),(ROOT (S (NP (CD two) (NNS samoyads)) (VP (VBP play) (PP (IN in) (NP (DT the) (NN snow)))) (. .))),It is snowy outside.,( It ( ( is ( snowy outside ) ) . ) ),(ROOT (S (NP (PRP It)) (VP (VBZ is) (NP (JJ snowy) (NN outside))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",2319175397.jpg#4,neutral,2319175397.jpg#4r1n,two samoyads play in the snow.,( ( two samoyads ) ( ( play ( in ( the snow ) ) ) . ) ),(ROOT (S (NP (CD two) (NNS samoyads)) (VP (VBP play) (PP (IN in) (NP (DT the) (NN snow)))) (. .))),The Samoyads are wrestling.,( ( The Samoyads ) ( ( are wrestling ) . ) ),(ROOT (S (NP (DT The) (NNPS Samoyads)) (VP (VBP are) (VP (VBG wrestling))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",512306469.jpg#3,neutral,512306469.jpg#3r1n,A young face-painted boy is sucking his thumb.,( ( A ( young ( face-painted boy ) ) ) ( ( is ( sucking ( his thumb ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ young) (JJ face-painted) (NN boy)) (VP (VBZ is) (VP (VBG sucking) (NP (PRP$ his) (NN thumb)))) (. .))),The boy lost his pacifier.,( ( The boy ) ( ( lost ( his pacifier ) ) . ) ),(ROOT (S (NP (DT The) (NN boy)) (VP (VBD lost) (NP (PRP$ his) (NN pacifier))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",3177914410.jpg#1,neutral,3177914410.jpg#1r1n,A young boy wearing an orange jacket is sitting on a log in the fall.,( ( ( A ( young boy ) ) ( wearing ( an ( orange jacket ) ) ) ) ( ( is ( sitting ( on ( ( a log ) ( in ( the fall ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ young) (NN boy)) (VP (VBG wearing) (NP (DT an) (JJ orange) (NN jacket)))) (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (NP (DT a) (NN log)) (PP (IN in) (NP (DT the) (NN fall))))))) (. .))),A boy is thinking outside.,( ( A boy ) ( ( is ( thinking outside ) ) . ) ),(ROOT (S (NP (DT A) (NN boy)) (VP (VBZ is) (VP (VBG thinking) (ADVP (RB outside)))) (. .)))
,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']",7291431398.jpg#0,entailment,7291431398.jpg#0r1e,A male baseball player for the baseball team The Indians prepares to catch a ball.,( ( ( A ( male ( baseball player ) ) ) ( for ( the ( baseball team ) ) ) ) ( ( The Indians ) ( ( prepares ( to ( catch ( a ball ) ) ) ) . ) ) ),(ROOT (S (NP (NP (DT A) (JJ male) (NN baseball) (NN player)) (PP (IN for) (NP (DT the) (NN baseball) (NN team)))) (NP (DT The) (NNPS Indians)) (VP (VBZ prepares) (S (VP (TO to) (VP (VB catch) (NP (DT a) (NN ball)))))) (. .))),The male baseball player belongs to the Cleveland Indians.,( ( The ( male ( baseball player ) ) ) ( ( belongs ( to ( the ( Cleveland Indians ) ) ) ) . ) ),(ROOT (S (NP (DT The) (JJ male) (NN baseball) (NN player)) (VP (VBZ belongs) (PP (TO to) (NP (DT the) (NNP Cleveland) (NNPS Indians)))) (. .)))
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",7175934082.jpg#4,entailment,7175934082.jpg#4r1e,A soldier using binoculars in a desert.,( ( ( A soldier ) ( using ( binoculars ( in ( a desert ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN soldier)) (VP (VBG using) (NP (NP (NNS binoculars)) (PP (IN in) (NP (DT a) (NN desert))))) (. .))),A soldier using binoculars outside in the heat.,( ( ( A soldier ) ( ( ( using binoculars ) outside ) ( in ( the heat ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN soldier)) (VP (VBG using) (NP (NNS binoculars)) (ADVP (RB outside)) (PP (IN in) (NP (DT the) (NN heat)))) (. .)))
,"['neutral', 'contradiction', 'contradiction', 'neutral', 'neutral']",4612748550.jpg#0,neutral,4612748550.jpg#0r1n,A woman and two children walk along stones to cross a river while a dog swims.,( ( ( ( A woman ) and ) ( two children ) ) ( ( ( walk ( along stones ) ) ( to ( ( cross ( a river ) ) ( while ( ( a dog ) swims ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (CC and) (NP (CD two) (NNS children))) (VP (VBP walk) (PP (IN along) (NP (NNS stones))) (S (VP (TO to) (VP (VB cross) (NP (DT a) (NN river)) (SBAR (IN while) (S (NP (DT a) (NN dog)) (VP (VBZ swims)))))))) (. .))),A dog is about to be attacked by a gator.,( ( A dog ) ( ( is ( about ( to ( be ( attacked ( by ( a gator ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN dog)) (VP (VBZ is) (VP (IN about) (S (VP (TO to) (VP (VB be) (VP (VBN attacked) (PP (IN by) (NP (DT a) (NN gator))))))))) (. .)))
,"['entailment', 'entailment', 'entailment', 'neutral', 'neutral']",21687074.jpg#4,entailment,21687074.jpg#4r1e,A beach boardwalk during summertime.,( ( A beach ) ( ( boardwalk ( during summertime ) ) . ) ),(ROOT (S (NP (DT A) (NN beach)) (VP (VBD boardwalk) (PP (IN during) (NP (NN summertime)))) (. .))),A hot summer by the beach on the walkway.,( ( ( ( A ( hot summer ) ) ( by ( the beach ) ) ) ( on ( the walkway ) ) ) . ),(ROOT (NP (NP (DT A) (JJ hot) (NN summer)) (PP (IN by) (NP (DT the) (NN beach))) (PP (IN on) (NP (DT the) (NN walkway))) (. .)))
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",5019568325.jpg#1,entailment,5019568325.jpg#1r1e,A singer wearing a leather jacket performs on stage with dramatic lighting behind him.,( ( ( A singer ) ( wearing ( a ( leather jacket ) ) ) ) ( ( ( performs ( on stage ) ) ( with ( ( dramatic lighting ) ( behind him ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN singer)) (VP (VBG wearing) (NP (DT a) (NN leather) (NN jacket)))) (VP (VBZ performs) (PP (IN on) (NP (NN stage))) (PP (IN with) (NP (NP (JJ dramatic) (NN lighting)) (PP (IN behind) (NP (PRP him)))))) (. .))),a singer wearing a jacker performs on stage,( ( ( a singer ) ( wearing ( a jacker ) ) ) ( performs ( on stage ) ) ),(ROOT (S (NP (NP (DT a) (NN singer)) (VP (VBG wearing) (NP (DT a) (NN jacker)))) (VP (VBZ performs) (PP (IN on) (NP (NN stage))))))
,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",4861410931.jpg#0,contradiction,4861410931.jpg#0r1c,A busy street with building lined up and people walking down the street outside and nighttime.,( ( ( ( ( ( A ( busy street ) ) ( with building ) ) ( lined up ) ) and ) ( people ( ( walking down ) ( ( the street ) ( ( outside and ) nighttime ) ) ) ) ) . ),(ROOT (S (S (NP (NP (DT A) (JJ busy) (NN street)) (PP (IN with) (NP (NN building)))) (VP (VBD lined) (PRT (RP up)))) (CC and) (S (NP (NNS people)) (VP (VBG walking) (PRT (RP down)) (NP (NP (DT the) (NN street)) (ADJP (JJ outside) (CC and) (JJ nighttime))))) (. .))),Nobody is lined up,( Nobody ( is ( lined up ) ) ),(ROOT (S (NP (NN Nobody)) (VP (VBZ is) (VP (VBN lined) (PRT (RP up))))))
,"['neutral', 'contradiction', 'neutral', 'neutral', 'neutral']",3436074878.jpg#4,neutral,3436074878.jpg#4r1n,A dog biting a man's rear,( A ( dog ( biting ( ( a ( man 's ) ) rear ) ) ) ),(ROOT (FRAG (NP (DT A) (NN dog) (S (VP (VBG biting) (NP (NP (DT a) (NN man) (POS 's)) (NN rear))))))),An animal bit its owner.,( ( An animal ) ( ( bit ( its owner ) ) . ) ),(ROOT (S (NP (DT An) (NN animal)) (VP (VBD bit) (NP (PRP$ its) (NN owner))) (. .)))
