index,full,casewords,wsw,nopunc,text_lemmatized,final,fullnopunc,label
1526,somebody saw something in the sky,somebody saw something in the sky,somebody saw something sky,somebody saw something sky,"['somebody', 'saw', 'something', 'sky']",somebody saw something sky,somebody saw something in the sky,neutral
1527,no one saw the rainbow in the sky,no one saw the rainbow in the sky,one saw rainbow sky,one saw rainbow sky,"['one', 'saw', 'rainbow', 'sky']",one saw rainbow sky,no one saw the rainbow in the sky,neutral
1528,Some animals are forced to stand still in snow.,some animals are forced to stand still in snow.,animals forced stand still snow.,animals forced stand still snow,"['animal', 'forced', 'stand', 'still', 'snow']",animal forced stand still snow,Some animals are forced to stand still in snow,neutral
1529,3 people are seated with their backs against each other,3 people are seated with their backs against each other,3 people seated backs,3 people seated backs,"['3', 'people', 'seated', 'back']",3 people seated back,3 people are seated with their backs against each other,contradiction
1530,A boy is getting filthy while playing in the wreckage of a fallen building.,a boy is getting filthy while playing in the wreckage of a fallen building.,boy getting filthy playing wreckage fallen building.,boy getting filthy playing wreckage fallen building,"['boy', 'getting', 'filthy', 'playing', 'wreckage', 'fallen', 'building']",boy getting filthy playing wreckage fallen building,A boy is getting filthy while playing in the wreckage of a fallen building,contradiction
1531,A child is exercising among garbage.,a child is exercising among garbage.,child exercising among garbage.,child exercising among garbage,"['child', 'exercising', 'among', 'garbage']",child exercising among garbage,A child is exercising among garbage,contradiction
1532,A woman drinks a beer.,a woman drinks a beer.,woman drinks beer.,woman drinks beer,"['woman', 'drink', 'beer']",woman drink beer,A woman drinks a beer,contradiction
1533,Two dogs are in the yard.,two dogs are in the yard.,two dogs yard.,two dogs yard,"['two', 'dog', 'yard']",two dog yard,Two dogs are in the yard,entailment
1534,Two dogs are outside.,two dogs are outside.,two dogs outside.,two dogs outside,"['two', 'dog', 'outside']",two dog outside,Two dogs are outside,entailment
1535,The man selling halal meat in his food cart is smiling at the camera.,the man selling halal meat in his food cart is smiling at the camera.,man selling halal meat food cart smiling camera.,man selling halal meat food cart smiling camera,"['man', 'selling', 'halal', 'meat', 'food', 'cart', 'smiling', 'camera']",man selling halal meat food cart smiling camera,The man selling halal meat in his food cart is smiling at the camera,neutral
1536,The boy is on a basketball court.,the boy is on a basketball court.,boy basketball court.,boy basketball court,"['boy', 'basketball', 'court']",boy basketball court,The boy is on a basketball court,neutral
1537,A boy jumps in the air.,a boy jumps in the air.,boy jumps air.,boy jumps air,"['boy', 'jump', 'air']",boy jump air,A boy jumps in the air,entailment
1538,A boy collapses on top of the sand castle he just built.,a boy collapses on top of the sand castle he just built.,boy collapses top sand castle built.,boy collapses top sand castle built,"['boy', 'collapse', 'top', 'sand', 'castle', 'built']",boy collapse top sand castle built,A boy collapses on top of the sand castle he just built,neutral
1539,The young Asian couple are walking together.,the young asian couple are walking together.,young asian couple walking together.,young asian couple walking together,"['young', 'asian', 'couple', 'walking', 'together']",young asian couple walking together,The young Asian couple are walking together,entailment
1540,The children there together.,the children there together.,children together.,children together,"['child', 'together']",child together,The children there together,neutral
1541,The girl in wearing a bathing suit.,the girl in wearing a bathing suit.,girl wearing bathing suit.,girl wearing bathing suit,"['girl', 'wearing', 'bathing', 'suit']",girl wearing bathing suit,The girl in wearing a bathing suit,entailment
1542,A young lady is outside the train station,a young lady is outside the train station,young lady outside train station,young lady outside train station,"['young', 'lady', 'outside', 'train', 'station']",young lady outside train station,A young lady is outside the train station,entailment
1543,The child will go down the slide.,the child will go down the slide.,child go slide.,child go slide,"['child', 'go', 'slide']",child go slide,The child will go down the slide,neutral
1544,The child is at the top of the slide.,the child is at the top of the slide.,child top slide.,child top slide,"['child', 'top', 'slide']",child top slide,The child is at the top of the slide,entailment
1545,The woman wearing the coat is relaxing.,the woman wearing the coat is relaxing.,woman wearing coat relaxing.,woman wearing coat relaxing,"['woman', 'wearing', 'coat', 'relaxing']",woman wearing coat relaxing,The woman wearing the coat is relaxing,entailment
1546,The woman is withdrawing money.,the woman is withdrawing money.,woman withdrawing money.,woman withdrawing money,"['woman', 'withdrawing', 'money']",woman withdrawing money,The woman is withdrawing money,neutral
1547,An animal is outdoors.,an animal is outdoors.,animal outdoors.,animal outdoors,"['animal', 'outdoors']",animal outdoors,An animal is outdoors,neutral
1548,Construction is being done on the road.,construction is being done on the road.,construction done road.,construction done road,"['construction', 'done', 'road']",construction done road,Construction is being done on the road,neutral
1549,A woman is speaking latin.,a woman is speaking latin.,woman speaking latin.,woman speaking latin,"['woman', 'speaking', 'latin']",woman speaking latin,A woman is speaking latin,contradiction
1550,The boy is on a soccer team.,the boy is on a soccer team.,boy soccer team.,boy soccer team,"['boy', 'soccer', 'team']",boy soccer team,The boy is on a soccer team,neutral
1551,A boy dressed for summer in a tight green shirt and kahki shorts,a boy dressed for summer in a tight green shirt and kahki shorts,boy dressed summer tight green shirt kahki shorts,boy dressed summer tight green shirt kahki shorts,"['boy', 'dressed', 'summer', 'tight', 'green', 'shirt', 'kahki', 'short']",boy dressed summer tight green shirt kahki short,A boy dressed for summer in a tight green shirt and kahki shorts,entailment
1552,A boy alien dressed for summer in a green shirt and kahki shorts,a boy alien dressed for summer in a green shirt and kahki shorts,boy alien dressed summer green shirt kahki shorts,boy alien dressed summer green shirt kahki shorts,"['boy', 'alien', 'dressed', 'summer', 'green', 'shirt', 'kahki', 'short']",boy alien dressed summer green shirt kahki short,A boy alien dressed for summer in a green shirt and kahki shorts,entailment
1553,A man rests on a womans shoulder,a man rests on a womans shoulder,man rests womans shoulder,man rests womans shoulder,"['man', 'rest', 'woman', 'shoulder']",man rest woman shoulder,A man rests on a womans shoulder,contradiction
1554,A baseball player playing in a game.,a baseball player playing in a game.,baseball player playing game.,baseball player playing game,"['baseball', 'player', 'playing', 'game']",baseball player playing game,A baseball player playing in a game,entailment
1555,A baseball player catching a baseball.,a baseball player catching a baseball.,baseball player catching baseball.,baseball player catching baseball,"['baseball', 'player', 'catching', 'baseball']",baseball player catching baseball,A baseball player catching a baseball,contradiction
1556,The boy has suspenders attached to his pants.,the boy has suspenders attached to his pants.,boy suspenders attached pants.,boy suspenders attached pants,"['boy', 'suspender', 'attached', 'pant']",boy suspender attached pant,The boy has suspenders attached to his pants,entailment
1557,A dog plays in the winter.,a dog plays in the winter.,dog plays winter.,dog plays winter,"['dog', 'play', 'winter']",dog play winter,A dog plays in the winter,entailment
1558,there is a guy carrying his pet with him near fallen tree,there is a guy carrying his pet with him near fallen tree,guy carrying pet near fallen tree,guy carrying pet near fallen tree,"['guy', 'carrying', 'pet', 'near', 'fallen', 'tree']",guy carrying pet near fallen tree,there is a guy carrying his pet with him near fallen tree,contradiction
1559,A man waits at a red light.,a man waits at a red light.,man waits red light.,man waits red light,"['man', 'wait', 'red', 'light']",man wait red light,A man waits at a red light,entailment
